,listing code,brand,model,reference number,dealer product code,movement,case material,bracelet material,year of production,condition,scope of delivery,gender,location,price,url
111,cjp0z5,roger dubuis,excalibur,rddbex0826,<blank>,automatic,titanium,rubber,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,hong kong; sheung wan,72416,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-spider-pirelli-black-dlc-titanium-45mm--id21074291.htm
112,c9mte2,roger dubuis,la monégasque,rddbmg0010,<blank>,<blank>,rose gold,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,<blank>,united states of america; california; beverly hills,<blank>,<blank>
113,csb861,roger dubuis,excalibur,rddbex0507,rddbex0507,automatic,white gold,crocodile skin,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,71862,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-42mm--id21476310.htm
114,csb897,roger dubuis,excalibur,rddbex0507,rddbex0507,automatic,white gold,crocodile skin,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,czech republic; prague 1,71862,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-42mm--id21476313.htm
115,8k06k4,roger dubuis,velvet,rddbve0004,<blank>,automatic,rose gold,rose gold,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,women's watch,united kingdom; london,71792,https://www.chrono24.com/rogerdubuis/roger-dubuis-velvet-automatic-jewellery--id14370284.htm
116,cvopb7,roger dubuis,excalibur,rddbex0949,<blank>,automatic,<blank>,rubber,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,hong kong; hong kong,71643,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-white-mcf-limited-88-pcs-new-full-set--id21633743.htm
117,ci3ed4,roger dubuis,excalibur,rddbex0788,<blank>,automatic,rose gold,rose gold,2021,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,united states of america; pennsylvania; moosic,71399,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-pink-gold-42mm-new-rddbex0788--id20999605.htm
118,bg41m3,roger dubuis,velvet,rddbve0049,<blank>,automatic,rose gold,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,women's watch,hong kong; hong kong,70985,https://www.chrono24.com/rogerdubuis/roger-dubuis-blossom-velvet-limited-to-88-pcs-pink-gold-diamonds-mop-dial--new-full-set--id19227514.htm
119,bb0ty1,roger dubuis,excalibur,rddbex0857,<blank>,automatic,titanium,rubber,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,hong kong; hong kong,70985,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-spider-pirelli-ice-zero-2-america-edition-limited-28-pcs-new-full-set--id18990070.htm
120,cry2w2,roger dubuis,excalibur,rddbex0422,rddbex0422,automatic,rose gold,crocodile skin,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,czech republic; prague 1,70686,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-42mm--id21459272.htm
121,cry2c6,roger dubuis,excalibur,rddbex0422,rddbex0422,automatic,rose gold,crocodile skin,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,70686,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-42mm--id21459252.htm
122,c78d58,roger dubuis,la monégasque,rddbmg0010,sr1031,manual winding,rose gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; newport beach,69500,https://www.chrono24.com/rogerdubuis/la-monegasque-tourbillon-rddbmg0010--id20492825.htm
123,8m7ml6,roger dubuis,excalibur,rddbex0704,<blank>,automatic,titanium,rubber,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,australia; melbourne,69486,https://www.chrono24.com/rogerdubuis/excalibur-spider-pirelli-45-mm--id14473245.htm
124,cvok50,roger dubuis,excalibur,rddbex0826,<blank>,automatic,titanium,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,hong kong; hong kong,69014,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-spider-pirelli-black-dlc-titanium-new-full-set--id21633557.htm
125,csaxj7,roger dubuis,excalibur,rddbex0747,rddbex0747,automatic,titanium,rubber,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,68834,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-spider-45mm--id21475927.htm
126,91gx74,roger dubuis,easy diver,sed48 05 c5.n cpg9.12,386,manual winding,rose gold,crocodile skin,2010,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,<blank>,germany; münchen,68717,https://www.chrono24.com/rogerdubuis/tourbidiver--id15185131.htm
127,ck0mc6,roger dubuis,excalibur,ex 45.01.9.n1.67a,rdu088,manual winding,steel,crocodile skin,2010 (approximation),"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; los angeles,68700,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-double-tourbillon-ex45-019n1-67a-limited-edition--id21089316.htm
128,csaxm6,roger dubuis,excalibur,rddbex0747,rddbex0747,automatic,titanium,rubber,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,czech republic; prague 1,68601,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-spider-45mm--id21475930.htm
129,cv1zo6,roger dubuis,excalibur,dbex0067,#35320,automatic,white gold,plastic,2012,"good 
                     (light signs of wear or scratches)",original papers; no original box,men's watch/unisex,hong kong; tsim sha tsui,68488,https://www.chrono24.com/rogerdubuis/roger-dubuis-dbex0067-excalibur-double-tourbillon--id21604308.htm
130,cgdnh8,roger dubuis,excalibur,roger dubuis automatic skeleton excalibur spider 1/88 rddbex0574,<blank>,automatic,titanium,rubber,2021,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,68373,https://www.chrono24.com/rogerdubuis/roger-dubuis-automatic-skeleton-excalibur-spider--id20919581.htm
131,8jsqp6,roger dubuis,excalibur,rddbex0258,<blank>,automatic,rose gold,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,68053,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-world-time-limited-edition--id14360641.htm
132,4y29j4,roger dubuis,golden square,g40,<blank>,automatic,white gold,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; no original papers,men's watch/unisex,united states of america; washington; seattle,68000,https://www.chrono24.com/rogerdubuis/golden-square-g40-flying-tourbilion--id8307703.htm
133,8m7iv5,roger dubuis,excalibur,rddbex0422,<blank>,automatic,rose gold,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,hong kong; hong kong,67844,https://www.chrono24.com/rogerdubuis/excalibur-42-automatic-skeleton--id14473111.htm
134,csb2m3,roger dubuis,excalibur,rddbex0695,rddbex0695,automatic,titanium,rubber,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,67669,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-spider-pirelli-45mm--id21476110.htm
135,csb2r3,roger dubuis,excalibur,rddbex0695,rddbex0695,automatic,titanium,rubber,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,czech republic; prague 1,67436,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-spider-pirelli-45mm--id21476115.htm
136,ct6f10,roger dubuis,<blank>,h37.57390,260-003-637-2744,automatic,<blank>,<blank>,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,men's watch/unisex,japan; nagoya shi naka ku,67256,https://www.chrono24.com/rogerdubuis/h3757390wg--id21516733.htm
137,694ny7,roger dubuis,pulsion,rddbpu0001,<blank>,manual winding,rose gold,crocodile skin,2016,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,switzerland; geneve,67001,https://www.chrono24.com/rogerdubuis/roger-dubuis-pulsion-flying-tourbillon-skeleton-pink-gold--id10503646.htm
138,bv55s8,roger dubuis,excalibur,dbex0422,s8500038962,automatic,rose gold,crocodile skin,2020,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,the netherlands; amsterdam,66912,https://www.chrono24.com/rogerdubuis/excalibur-42-mm-skeleton-rose-gold-2020-box--papers--id19928800.htm
139,aixec1,roger dubuis,excalibur,rddbex0745,sr1864,automatic,titanium,crocodile skin,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; newport beach,66750,https://www.chrono24.com/rogerdubuis/excalibur-spider-pirelli-rddbex0745--id17679252.htm
0,cwv9r7,roger dubuis,excalibur,rd630-ex0047,<blank>,automatic,ceramic,rubber,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,hong kong; hong kong sar,64900,https://www.chrono24.com/rogerdubuis/excalibur-huracan-limited-edition-1-of-88--id21688911.htm
1,29gyo5,roger dubuis,excalibur,rddbex0473,<blank>,automatic,titanium,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,64711,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-42-automatic-skeleton--id3801120.htm
2,cc4450,roger dubuis,excalibur,rddbex0715,w191882,automatic,titanium,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,64431,https://www.chrono24.com/rogerdubuis/-roger-dubuis---45--rddbex0715------id20720597.htm
3,cw58n8,roger dubuis,pulsion,rddbpu0001,#hk9338,manual winding,rose gold,rose gold,2013,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,hong kong; tsim sha tsui,64413,https://www.chrono24.com/rogerdubuis/roger-dubuis-pulsion-tourbillon-flying-skeleton--id21655175.htm
4,cw6sd3,roger dubuis,excalibur,rddbex0706,l201nc,automatic,titanium,rubber,2019,"very good 
                     (worn with little to no signs of wear)",original papers; no original box,men's watch/unisex,china; 南京,64334,https://www.chrono24.com/rogerdubuis/roger-dubuis-2019-excalibur-spider-pirelli-green-rddbex0706--id21657181.htm
5,2u1zg0,roger dubuis,hommage,h43,<blank>,automatic,rose gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,men's watch/unisex,monaco; monte-carlo,64058,https://www.chrono24.com/rogerdubuis/hommage-h43-three-retrograde-high-complication-18k-pink-gold--id4761484.htm
6,bi5ux8,roger dubuis,excalibur,rddbex0750,<blank>,automatic,rose gold,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,hong kong; hong kong,63755,https://www.chrono24.com/rogerdubuis/excalibur-spider-huracan-rose-gold-new-full-set--id19323177.htm
7,8m7mh8,roger dubuis,excalibur,rddbex0704,<blank>,automatic,titanium,rubber,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,hong kong; hong kong,63162,https://www.chrono24.com/rogerdubuis/excalibur-spider-pirelli-45-mm--id14473241.htm
8,csasq2,roger dubuis,excalibur,rddbex0750,rddbex0750,automatic,rose gold,rubber,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,czech republic; prague 1,62777,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-spider-huracan-45mm--id21475754.htm
9,csasm4,roger dubuis,excalibur,rddbex0750,rddbex0750,automatic,rose gold,rubber,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,62777,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-spider-huracan-45mm--id21475750.htm
10,bgkb11,roger dubuis,excalibur,rddbex0750,<blank>,automatic,rose gold,textile,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,china; shanghai,62583,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-titanium-rddbex0750--id19248589.htm
11,c99j91,roger dubuis,excalibur,rddbex0705,9600nk/88460,automatic,titanium,titanium,2018,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,china; 南京,62565,https://www.chrono24.com/rogerdubuis/roger-dubuis-2018-limited-to-88-pieces-excalibur-huracan-rddbex0705--id20587653.htm
